x0,x1,y,x2,x3,x4,x5,x6,x7
A1,A0,45,1.0,0,,1,0,
A1,A0,150,2.0,0,,1,0,
A0,A0,420,1.0,53,,3,250,421.85714285714283
A2,A1,47,35.0,0,,10,331,
A1,A1,47,2.0,248,3.27,2,0,422.85714285714283
A1,A1,105,3.0,8,0.33,1,12,431.0
A1,A1,80,5.0,7,0.18,1,300,405.57142857142856
A1,A1,95,1.0,0,,1,0,
A4,A1,49,2.0,45,1.62,3,276,427.85714285714283
A0,A1,110,1.0,0,,1,0,
A0,A0,425,5.0,0,,1,0,
A1,A1,32,3.0,7,0.15,1,0,408.85714285714283
A2,A1,50,2.0,43,3.15,3,150,427.42857142857144
A0,A2,49,1.0,22,6.53,7,83,430.85714285714283
A1,A1,49,5.0,0,,1,0,
A1,A0,104,5.0,45,0.77,2,159,430.85714285714283
A1,A1,60,3.0,21,0.72,1,0,389.14285714285717
A1,A1,80,1.0,168,,1,272,430.85714285714283
A1,A1,110,3.0,15,1.13,2,254,429.85714285714283
A1,A0,120,2.0,7,0.29,1,0,386.0
A1,A1,130,2.0,130,1.09,6,347,431.0
A0,A0,175,3.0,6,,1,0,426.85714285714283
A1,A0,130,2.0,6,,1,0,369.14285714285717
A2,A0,255,2.0,111,3.18,1,268,431.7142857142857
A1,A1,65,30.0,21,2.05,3,365,427.2857142857143
A1,A0,160,2.0,18,0.67,1,358,417.2857142857143
A2,A1,45,1.0,1,,2,0,339.57142857142856
A1,A0,140,6.0,9,0.26,1,0,353.0
A0,,69,1.0,1,0.02,1,0,243.57142857142858
A1,A0,175,4.0,2,0.04,1,0,248.28571428571428
A2,A1,75,1.0,11,4.65,3,68,430.14285714285717
A2,A1,45,1.0,2,1.4,4,176,427.57142857142856
,A0,120,3.0,4,0.11,1,0,288.85714285714283
A1,A1,55,2.0,25,1.34,1,0,416.42857142857144
A0,A1,36,1.0,33,,1,211,429.14285714285717
A0,A2,55,1.0,0,,6,2,
A0,A0,150,1.0,4,0.11,1,0,316.14285714285717
A1,A1,37,1.0,1,0.11,2,364,392.85714285714283
A0,A2,115,1.0,94,4.09,1,7,430.42857142857144
A1,A1,75,4.0,1,0.53,1,47,424.0
A1,A0,175,2.0,17,,1,0,387.0
A1,A0,80,30.0,5,0.42,8,161,424.57142857142856
A0,A0,350,3.0,6,0.13,1,0,248.14285714285714
,A1,175,2.0,3,0.31,2,0,396.85714285714283
A2,A1,35,7.0,0,,1,0,
A0,A0,220,4.0,10,3.03,1,297,431.2857142857143
A0,A0,250,4.0,14,0.58,1,16,425.57142857142856
A0,A0,239,5.0,2,0.05,3,30,405.7142857142857
A0,A0,88,3.0,37,0.48,1,47,388.7142857142857
A0,A0,495,3.0,29,0.38,1,22,415.14285714285717
A2,A0,62,1.0,53,2.36,1,178,430.14285714285717
A1,A1,69,2.0,36,2.85,1,49,430.0
A0,A1,120,1.0,1,,1,0,291.42857142857144
A1,A0,160,1.0,17,0.21,1,0,259.14285714285717
A0,A0,196,3.0,7,0.46,1,0,373.42857142857144
A2,,125,1.0,14,3.68,1,288,429.85714285714283
A0,A0,950,1.0,0,,1,0,
A1,A1,60,3.0,13,,1,294,424.2857142857143
A0,A0,153,3.0,82,2.42,1,0,404.7142857142857
A2,A1,250,1.0,0,,1,82,
A1,A0,100,2.0,106,3.72,1,28,428.85714285714283
A0,A1,119,1.0,1,0.42,5,0,422.0
A0,A0,195,3.0,38,3.33,1,9,430.7142857142857
A0,A1,49,7.0,10,0.46,1,76,426.7142857142857
A1,A1,62,1.0,73,1.58,1,334,429.2857142857143
A1,A0,150,1.0,6,0.16,1,0,299.85714285714283
A1,A0,84,30.0,0,,1,39,
A0,A1,150,2.0,0,,1,48,
A0,A1,69,60.0,9,0.16,2,90,262.0
A0,A1,80,3.0,1,0.16,1,3,405.0
A1,A0,75,1.0,48,1.22,2,36,405.42857142857144
A1,A0,93,2.0,14,1.03,2,330,431.85714285714283
A2,A0,110,7.0,3,,2,54,430.42857142857144
A0,A0,138,30.0,1,0.09,1,188,384.14285714285717
A1,A1,58,1.0,0,,1,0,
A0,A1,100,2.0,16,0.47,1,6,424.42857142857144
A0,A0,200,2.0,6,0.13,2,134,419.0
A1,A1,45,1.0,3,3.0,15,188,431.42857142857144
A0,A1,50,3.0,1,0.05,1,0,347.85714285714283
A2,A1,45,30.0,5,0.56,1,101,425.57142857142856
A1,A1,55,1.0,0,,1,0,
A1,A0,150,2.0,0,,1,0,
A1,A1,65,1.0,31,,3,134,430.85714285714283
A3,A0,115,14.0,0,,1,0,
A0,A1,50,21.0,3,0.3,8,350,411.14285714285717
A1,A1,60,3.0,14,2.46,1,9,430.2857142857143
A1,A1,68,2.0,15,1.76,3,365,424.2857142857143
A1,A1,120,1.0,0,,1,252,
A1,A0,280,3.0,152,3.01,1,274,430.0
A1,A0,140,3.0,7,1.42,1,3,427.85714285714283
A0,A0,323,1.0,5,5.0,1,185,431.57142857142856
A1,A0,185,6.0,60,3.22,2,112,430.85714285714283
A1,A1,38,2.0,15,0.73,1,0,402.14285714285717
A0,A1,85,1.0,77,3.84,5,310,429.42857142857144
A1,A0,98,3.0,91,1.92,2,217,429.85714285714283
A1,A0,250,4.0,4,0.11,1,0,300.57142857142856
A0,A0,165,30.0,6,0.13,1,43,421.57142857142856
A2,A0,100,4.0,2,0.19,1,0,391.85714285714283
A0,A0,265,2.0,88,2.01,2,278,430.57142857142856
A0,A1,75,2.0,1,,2,58,422.0
A0,A0,150,2.0,13,0.28,1,362,428.85714285714283
A1,A0,200,2.0,2,0.06,1,0,287.14285714285717
A2,A0,175,3.0,7,0.68,1,28,427.85714285714283
A3,A1,60,2.0,3,0.1,1,364,352.0
A1,A1,55,1.0,32,3.81,1,0,431.57142857142856
A2,A0,99,4.0,21,1.66,1,133,431.85714285714283
A0,A1,29,3.0,27,0.59,1,0,403.2857142857143
A0,A1,165,7.0,4,0.12,2,0,352.14285714285717
A3,A1,125,1.0,0,,1,0,
A1,A1,64,30.0,0,,14,364,
A0,A1,120,1.0,3,0.09,1,0,353.0
A1,A1,95,3.0,0,,1,0,
A1,A1,85,4.0,42,1.46,2,35,429.57142857142856
A1,A0,89,2.0,58,1.5,1,279,425.0
A0,A0,115,5.0,5,0.16,1,0,314.85714285714283
A0,A1,55,30.0,1,0.23,3,353,413.57142857142856
A1,A1,100,5.0,4,0.14,1,0,368.85714285714283
A0,A0,225,2.0,0,,1,0,
A0,A0,299,3.0,33,2.97,1,96,431.57142857142856
A0,A1,90,3.0,2,0.16,1,0,384.0
A1,A0,150,2.0,13,0.41,1,0,316.0
A0,A1,85,1.0,27,5.7,1,0,426.2857142857143
A1,A1,70,5.0,11,0.6,7,278,405.14285714285717
A1,A1,60,3.0,0,,1,0,
A0,A0,350,2.0,13,0.35,1,0,323.57142857142856
A0,A0,250,5.0,4,0.11,1,0,405.2857142857143
A2,A1,42,1.0,16,,3,121,430.0
A1,A1,100,3.0,1,0.05,1,0,339.14285714285717
A0,A1,80,4.0,1,0.02,1,0,240.0
A0,A0,80,5.0,7,0.16,1,0,265.57142857142856
A1,A0,130,5.0,9,0.13,1,0,249.28571428571428
A1,A0,155,5.0,80,1.73,2,256,431.2857142857143
A1,A1,65,3.0,72,2.26,1,179,430.85714285714283
A3,A0,110,7.0,0,,2,40,
A0,A0,200,1.0,1,0.02,1,0,244.42857142857142
A0,A1,99,4.0,2,,1,24,428.7142857142857
A3,A0,299,1.0,10,1.52,3,322,430.57142857142856
A0,A0,220,1.0,8,0.19,2,0,283.0
A3,A1,79,2.0,11,,1,0,259.7142857142857
A1,A1,42,3.0,8,,1,35,387.14285714285717
A2,A1,55,1.0,0,,1,59,
A1,A0,85,1.0,38,1.12,1,36,330.85714285714283
A1,A0,246,2.0,25,0.54,2,0,417.85714285714283
A1,A0,150,3.0,27,1.22,1,25,428.42857142857144
A2,A0,89,2.0,68,4.33,1,64,430.7142857142857
A0,A0,125,3.0,232,3.22,1,47,428.42857142857144
A1,A1,79,1.0,20,0.32,2,285,428.7142857142857
A1,A1,70,1.0,4,0.09,1,0,248.14285714285714
A0,A0,850,2.0,10,0.26,1,10,404.7142857142857
A1,,140,4.0,47,1.66,1,5,430.0
A1,A1,130,3.0,0,,1,0,
A1,A0,150,2.0,40,0.9,1,0,388.0
A1,A1,62,5.0,6,0.19,1,0,396.42857142857144
A1,A0,109,4.0,91,3.31,1,212,429.7142857142857
A1,A1,158,2.0,3,0.06,2,0,223.0
A1,A1,48,25.0,4,0.06,1,311,209.57142857142858
A1,A2,40,5.0,8,0.13,1,0,204.28571428571428
A1,A0,150,2.0,2,0.11,1,0,359.42857142857144
A0,A1,89,30.0,13,0.18,1,282,370.0
A1,A0,115,6.0,3,0.06,1,0,334.85714285714283
A2,A1,40,30.0,3,,15,0,413.0
A1,A1,66,182.0,0,,1,157,
A1,A1,35,28.0,88,1.05,4,326,425.2857142857143
A2,A0,99,1.0,49,1.7,1,247,430.85714285714283
A1,A0,130,10.0,1,0.65,1,90,425.7142857142857
A0,A0,250,1.0,21,4.34,2,271,430.85714285714283
A1,A1,58,2.0,2,2.0,1,126,431.85714285714283
A1,A0,120,1.0,49,2.4,1,276,430.0
,A0,145,3.0,0,,6,8,
A2,A1,140,1.0,0,,1,88,
A1,A1,130,1.0,0,,5,365,
A1,A0,150,2.0,7,3.62,1,342,429.85714285714283
A1,A0,200,3.0,32,1.37,1,317,430.57142857142856
A0,A1,95,3.0,1,1.0,1,5,428.85714285714283
A3,A1,42,2.0,0,,1,326,
A1,A1,200,5.0,0,,1,342,
A1,A1,70,3.0,3,0.08,1,0,282.14285714285717
A1,A1,80,5.0,11,0.18,1,0,268.85714285714283
,A1,102,1.0,48,5.81,2,20,429.57142857142856
A2,A1,60,30.0,0,,1,43,
A0,A1,80,1.0,54,3.74,3,180,431.57142857142856
A1,A1,90,4.0,219,,1,30,428.7142857142857
A2,A1,50,7.0,14,1.03,1,93,430.0
A0,A0,120,5.0,79,,2,307,430.57142857142856
A0,A1,65,1.0,1,0.02,2,0,248.57142857142858
A1,A1,41,1.0,2,,1,0,316.14285714285717
A1,A0,285,5.0,29,3.57,1,74,428.85714285714283
A0,,199,1.0,14,0.15,2,158,225.0
A1,A0,70,15.0,2,0.03,1,0,252.71428571428572
A2,A0,69,4.0,0,,1,2,
A0,A0,400,3.0,1,,1,0,411.85714285714283
A1,A0,300,1.0,1,0.06,1,0,355.7142857142857
A1,A0,130,3.0,36,2.23,1,132,430.14285714285717
A1,A0,300,3.0,1,1.0,1,282,430.85714285714283
A0,A0,250,2.0,11,,1,22,399.7142857142857
A0,A1,65,30.0,7,0.21,2,225,422.14285714285717
A0,A1,80,5.0,1,0.02,1,0,232.14285714285714
A0,A1,105,1.0,132,4.81,4,103,429.7142857142857
A0,A2,79,1.0,1,0.03,2,0,285.85714285714283
A0,A0,100,30.0,12,0.25,15,342,416.57142857142856
A0,A1,80,4.0,131,1.88,1,34,427.57142857142856
A0,A0,180,2.0,3,,1,41,376.7142857142857
A0,A0,199,3.0,24,0.3,1,0,288.85714285714283
A1,A0,125,2.0,0,,1,0,
A1,A1,90,1.0,10,0.28,1,0,330.85714285714283
A1,A1,80,3.0,2,0.07,2,0,337.14285714285717
A0,A0,199,1.0,0,,1,14,
A0,A0,220,7.0,36,,1,91,429.7142857142857
A0,A1,45,5.0,30,0.94,2,0,405.2857142857143
A0,A1,99,2.0,35,,2,129,410.42857142857144
A1,A1,55,1.0,0,,1,0,
A1,A0,110,5.0,0,,1,0,
A0,A0,200,3.0,0,,1,0,
A0,A1,99,1.0,90,3.8,2,331,426.42857142857144
A1,A1,42,1.0,3,0.07,1,0,262.14285714285717
A0,A0,1500,1.0,0,,1,0,
A1,A0,350,4.0,3,1.11,2,82,430.57142857142856
A2,A1,50,1.0,74,5.15,1,0,405.57142857142856
A1,A0,80,4.0,51,0.97,2,306,429.7142857142857
A0,A1,145,1.0,0,,1,0,
A1,A1,50,30.0,0,,1,340,
A0,A1,64,30.0,5,0.55,47,365,423.2857142857143
A1,A1,150,3.0,0,,1,344,
A0,A0,217,29.0,0,,327,357,
A0,A0,166,2.0,4,2.79,1,75,430.85714285714283
A0,A0,200,5.0,10,0.26,1,0,404.57142857142856
A1,A0,121,2.0,16,0.42,2,0,409.0
,A1,43,3.0,5,0.79,1,0,421.2857142857143
A1,A0,225,3.0,34,1.52,1,258,431.0
A1,A0,180,4.0,64,2.0,3,57,427.42857142857144
A0,A1,65,2.0,2,2.0,1,125,431.7142857142857
A0,A0,127,1.0,0,,1,0,
A0,A1,60,2.0,15,0.66,1,95,426.57142857142856
A1,A1,50,4.0,56,2.53,4,8,429.42857142857144
A2,A0,188,2.0,260,,1,312,431.85714285714283
A1,A1,65,2.0,1,0.36,1,0,420.2857142857143
A1,A0,95,2.0,47,,1,0,429.85714285714283
A0,A1,105,2.0,11,0.53,1,0,373.42857142857144
A1,A0,116,1.0,213,6.55,1,314,431.0
A0,A0,237,30.0,1,,232,283,419.42857142857144
A1,A0,299,3.0,3,3.0,1,195,431.85714285714283
A1,A1,180,3.0,192,3.2,1,60,430.7142857142857
A1,A1,75,2.0,0,,1,0,
A0,A0,133,2.0,72,1.82,1,0,430.0
A0,A0,195,4.0,4,0.09,1,0,267.7142857142857
A0,A1,135,1.0,10,4.05,3,93,429.42857142857144
A0,A0,142,30.0,2,0.15,29,319,391.85714285714283
A1,A0,200,7.0,0,,1,0,
A0,A1,90,1.0,146,2.67,2,40,429.85714285714283
A0,A1,220,7.0,0,,1,89,
A1,A0,137,2.0,59,0.81,1,80,430.57142857142856
A4,A0,249,4.0,9,0.8,2,351,424.0
A0,A0,158,7.0,2,0.12,2,0,364.0
A1,A0,250,30.0,3,0.15,1,0,374.7142857142857
A0,A0,300,2.0,0,,1,0,
A0,A0,139,3.0,4,0.08,1,0,284.0
A1,A2,40,30.0,0,,6,365,
A1,A0,86,2.0,0,,1,0,
A0,A1,50,2.0,6,0.11,1,0,275.2857142857143
A0,A0,200,5.0,0,,1,0,
A1,A0,225,1.0,6,4.86,1,177,431.42857142857144
A0,A1,75,1.0,17,2.49,2,120,431.57142857142856
A2,A0,49,1.0,79,3.01,2,63,431.0
A2,A1,34,1.0,0,,8,320,
A1,A1,33,30.0,1,0.1,4,354,387.85714285714283
A0,A1,85,1.0,1,0.03,1,0,271.0
A1,A0,185,1.0,4,,1,0,346.0
A1,A1,69,6.0,2,1.46,1,4,428.0
A1,A1,77,28.0,10,0.3,1,315,404.85714285714283
A0,A1,140,4.0,2,2.0,2,42,428.2857142857143
A0,A0,375,5.0,0,,1,0,
A0,A1,100,1.0,9,0.19,1,0,373.0
A2,A1,70,3.0,65,,1,89,429.42857142857144
A0,A0,199,2.0,10,0.18,1,0,267.14285714285717
A0,A0,225,5.0,2,0.37,1,90,414.85714285714283
A1,A0,125,4.0,58,3.8,1,78,429.57142857142856
A0,A0,99,1.0,0,,1,0,
A1,A0,195,3.0,6,0.16,1,0,386.14285714285717
A1,A0,120,7.0,9,,1,0,402.14285714285717
A1,A0,250,4.0,6,0.08,1,250,405.2857142857143
A1,A1,45,3.0,9,0.43,2,0,429.7142857142857
A1,A1,90,1.0,2,,2,0,333.85714285714283
A2,A0,100,1.0,72,1.46,1,0,355.42857142857144
A2,A1,70,1.0,76,2.28,1,76,431.85714285714283
A2,A1,50,180.0,69,0.79,1,0,287.2857142857143
A1,A1,70,2.0,6,0.1,1,0,232.0
A1,A0,154,14.0,2,1.22,2,172,428.0
A0,A1,99,1.0,109,3.61,4,168,431.57142857142856
A1,A1,63,3.0,19,0.68,1,160,429.42857142857144
,A1,40,1.0,0,,2,0,
A1,A0,350,6.0,0,,3,156,
A2,A1,150,2.0,0,,1,83,
A1,A1,35,15.0,2,0.07,1,0,318.85714285714283
A1,A0,110,1.0,52,5.98,1,81,430.57142857142856
A0,A1,95,1.0,11,1.11,1,0,427.2857142857143
A0,A1,85,3.0,0,,1,6,
A1,A0,101,1.0,2,0.05,1,0,248.28571428571428
A1,A1,139,1.0,82,4.16,17,355,431.85714285714283
A1,A0,94,3.0,5,,1,0,353.7142857142857
A0,A0,99,7.0,3,0.04,1,0,366.85714285714283
A1,A1,100,3.0,279,2.69,1,301,430.0
A0,A0,170,3.0,0,,1,0,
A2,A0,75,3.0,90,2.93,2,72,427.7142857142857
A0,A1,89,3.0,9,0.58,1,32,429.2857142857143
A4,A0,130,2.0,8,1.41,1,174,430.85714285714283
A0,A1,54,3.0,71,2.01,1,15,431.0
A2,A1,85,1.0,18,2.5,6,363,426.0
A0,A0,99,3.0,46,0.56,1,31,353.42857142857144
A0,A0,210,14.0,10,,1,0,431.42857142857144
A1,A1,80,2.0,44,0.62,1,159,430.7142857142857
A1,A0,70,3.0,2,,1,0,367.42857142857144
A0,A0,150,1.0,32,1.18,1,358,430.85714285714283
A0,A0,90,2.0,5,0.09,1,0,217.0
A0,A0,80,14.0,3,0.07,1,0,301.42857142857144
A3,A1,70,1.0,3,0.47,7,360,421.85714285714283
A2,A0,125,7.0,0,,1,0,
,A1,70,3.0,31,,3,345,424.57142857142856
A1,A0,140,2.0,30,5.56,1,135,431.85714285714283
A0,A0,303,30.0,0,,232,332,
A0,A1,50,5.0,0,,1,51,
A0,A0,118,30.0,4,0.09,29,258,417.85714285714283
A1,A1,69,2.0,0,,1,0,
A0,A0,199,2.0,0,,2,0,
A2,A1,195,3.0,231,3.51,1,304,430.85714285714283
A1,A1,60,1.0,0,,1,0,
A0,A1,80,6.0,0,,1,0,
A0,A1,160,2.0,2,0.1,1,0,353.14285714285717
A0,,200,6.0,4,0.34,1,5,384.2857142857143
A2,A1,79,6.0,6,0.65,1,365,421.57142857142856
A1,A1,30,7.0,3,0.15,1,0,405.57142857142856
A1,A1,29,2.0,58,2.02,2,0,411.0
A0,A0,150,2.0,39,1.48,1,0,426.0
A0,A0,177,29.0,0,,327,336,
A1,A1,75,1.0,3,0.93,1,364,425.85714285714283
,A1,40,5.0,12,0.7,5,67,422.14285714285717
A1,,200,2.0,16,1.99,1,136,429.85714285714283
A1,,120,3.0,142,2.01,1,37,431.85714285714283
A1,A0,469,9.0,7,0.16,2,48,405.2857142857143
A0,A1,150,1.0,0,,1,0,
A1,A0,199,2.0,122,,1,70,428.85714285714283
A0,A0,279,1.0,12,3.27,1,0,431.14285714285717
A1,A1,500,1.0,0,,1,365,
A1,A1,60,2.0,0,,1,0,
A1,A1,50,1.0,49,1.44,1,90,430.85714285714283
A4,,65,1.0,1,1.0,1,179,431.57142857142856
A1,A0,196,1.0,39,2.0,1,96,431.85714285714283
A0,A1,40,1.0,0,,1,0,
A0,A0,144,4.0,27,0.39,1,0,300.85714285714283
A1,A1,79,1.0,0,,2,342,
A0,A1,165,1.0,193,4.37,1,213,431.57142857142856
A1,A0,444,1.0,15,2.49,1,326,430.0
A0,A0,199,5.0,40,0.68,8,43,425.0
A1,A1,130,2.0,16,0.41,1,262,405.14285714285717
A1,A0,181,4.0,4,0.09,2,188,318.14285714285717
A0,A0,289,2.0,1,0.02,1,0,169.71428571428572
A1,A1,75,2.0,16,,3,215,412.85714285714283
A0,A1,95,2.0,267,4.2,1,18,429.85714285714283
A0,A0,185,2.0,16,0.23,1,261,430.57142857142856
A2,A0,185,3.0,0,,1,32,
A1,A1,75,1.0,3,1.7,2,0,426.14285714285717
A0,A1,75,2.0,5,0.66,1,0,405.7142857142857
A1,A1,47,1.0,9,0.61,1,0,396.7142857142857
A0,A1,77,3.0,30,0.98,1,90,430.57142857142856
A1,A1,35,1.0,33,0.84,1,337,428.2857142857143
A0,A0,229,29.0,0,,96,220,
A0,A0,142,1.0,214,3.17,1,242,431.57142857142856
A0,A1,185,1.0,36,,2,233,416.42857142857144
A1,A0,120,3.0,0,,1,0,
A0,A0,150,30.0,6,0.58,6,141,428.57142857142856
A0,A1,1700,23.0,0,,1,365,
A0,A0,140,1.0,5,0.66,1,3,430.85714285714283
A0,,297,1.0,9,,3,0,325.0
A1,A0,159,30.0,5,0.07,52,346,405.14285714285717
A0,A0,78,5.0,2,0.08,1,0,321.0
A1,A1,58,3.0,11,0.64,4,14,399.42857142857144
A1,,180,2.0,1,0.02,1,0,167.14285714285714
A1,A1,60,2.0,1,0.03,1,0,274.0
A1,A0,250,3.0,0,,1,62,
A1,A0,50,24.0,0,,1,0,
A1,A0,119,2.0,174,,2,65,430.85714285714283
A0,A0,197,5.0,1,0.14,1,12,401.14285714285717
A1,A1,50,1.0,2,0.06,2,0,295.7142857142857
A1,A0,225,3.0,0,,1,0,
A2,A0,200,3.0,0,,1,0,
A3,A1,149,1.0,0,,1,363,
A1,A1,35,14.0,1,0.03,2,0,303.42857142857144
A0,A1,150,3.0,6,,1,0,291.85714285714283
A2,A0,65,7.0,0,,1,0,
A0,A1,110,3.0,7,0.12,1,0,402.0
A0,A0,170,2.0,0,,1,19,
A0,,149,3.0,8,0.17,1,0,353.14285714285717
A1,A0,125,1.0,0,,1,0,
A0,A0,200,3.0,0,,1,0,
A1,A0,140,5.0,17,0.49,1,330,421.7142857142857
A0,A0,199,60.0,11,,1,281,429.57142857142856
A2,A0,274,2.0,34,1.37,1,315,427.85714285714283
A1,A1,70,3.0,12,0.61,1,189,391.7142857142857
A0,A0,265,7.0,13,0.98,1,130,426.42857142857144
A0,A0,190,1.0,4,0.26,6,337,395.2857142857143
A2,A0,150,1.0,5,5.0,1,79,431.85714285714283
A0,A0,125,30.0,6,,16,339,431.0
A0,A0,250,3.0,2,,2,0,296.85714285714283
A0,A1,41,14.0,25,0.75,1,6,427.2857142857143
A1,A0,135,5.0,14,1.12,1,44,428.85714285714283
A0,A0,150,21.0,2,0.04,1,203,246.42857142857142
A1,A1,48,3.0,13,2.05,1,34,429.14285714285717
A1,A1,75,1.0,15,0.33,1,355,393.0
A1,A1,50,2.0,59,1.67,1,0,368.85714285714283
A0,A1,300,1.0,2,0.15,1,0,375.42857142857144
A0,A0,96,30.0,5,,31,246,375.85714285714283
A0,A1,100,1.0,0,,7,320,
A0,A0,220,4.0,0,,1,78,
A0,A0,150,30.0,7,0.18,91,188,392.0
A1,A0,169,2.0,80,,6,241,430.14285714285717
A0,A0,140,30.0,3,0.31,11,104,399.85714285714283
A1,A1,50,1.0,11,0.44,1,0,330.57142857142856
A0,A0,850,3.0,107,,1,249,425.42857142857144
A0,A1,75,2.0,3,1.17,1,332,425.57142857142856
A0,A1,80,1.0,57,4.63,1,0,422.7142857142857
A0,A1,79,1.0,4,0.1,1,0,320.85714285714283
A1,A1,60,3.0,4,0.07,2,0,225.42857142857142
A0,A0,115,6.0,3,3.0,1,279,429.42857142857144
,A1,90,7.0,5,,1,8,424.2857142857143
A1,A1,125,1.0,12,0.68,3,89,429.85714285714283
A1,A1,75,2.0,129,3.36,3,227,429.57142857142856
A1,A1,60,10.0,2,0.1,1,0,348.57142857142856
A0,A1,85,1.0,9,0.9,1,364,422.7142857142857
A2,A1,61,30.0,0,,103,123,
A1,A0,121,20.0,23,,3,294,419.7142857142857
A0,A0,150,1.0,3,,1,0,259.14285714285717
A3,A1,53,1.0,321,5.46,1,44,428.2857142857143
A1,A1,49,8.0,0,,3,0,
A1,A1,42,30.0,3,0.36,5,216,424.42857142857144
A2,A1,425,1.0,11,0.58,2,0,361.42857142857144
A0,A1,89,2.0,11,3.51,2,54,431.0
A1,A1,80,3.0,130,2.0,3,220,428.0
A0,A1,110,3.0,0,,1,0,
,A0,329,3.0,104,2.79,1,205,429.85714285714283
,A0,160,2.0,20,2.28,1,364,427.0
A0,A0,150,1.0,4,0.53,1,5,429.85714285714283
A1,A1,85,7.0,0,,1,0,
A4,A1,35,1.0,45,4.89,4,177,431.85714285714283
A0,A1,45,7.0,2,0.06,1,0,278.7142857142857
A0,A1,75,17.0,17,0.48,1,38,417.85714285714283
A0,A1,43,1.0,6,0.57,2,90,422.0
A4,A1,69,2.0,56,1.8,5,355,405.57142857142856
A0,A1,69,2.0,2,,9,365,395.0
A1,A0,220,3.0,12,0.39,1,19,429.85714285714283
A1,A1,70,1.0,4,0.08,1,0,239.0
A0,A1,159,1.0,0,,4,269,
A0,A1,65,7.0,0,,1,151,
A1,A1,70,4.0,1,0.16,1,0,405.0
A0,A0,175,30.0,0,,50,364,
A1,A1,70,10.0,4,0.17,3,44,405.2857142857143
A0,A0,91,1.0,0,,1,0,
,A0,130,6.0,63,1.68,1,34,429.85714285714283
A0,A1,200,1.0,30,0.52,3,0,370.0
A1,A0,59,2.0,26,2.63,1,173,429.85714285714283
A1,A1,40,10.0,22,0.47,1,4,424.42857142857144
A0,A0,199,30.0,36,0.98,1,242,426.57142857142856
A1,A1,57,2.0,199,2.98,1,265,430.7142857142857
A0,A1,90,3.0,2,0.09,1,0,342.85714285714283
A0,A0,100,3.0,16,0.66,1,0,424.0
A1,A0,120,2.0,5,0.52,1,3,405.57142857142856
A0,A0,175,30.0,1,0.27,2,8,416.0
A1,A0,200,90.0,4,,1,364,392.85714285714283
A1,A1,10,1.0,2,2.0,1,0,429.14285714285717
A1,A1,239,1.0,1,0.58,1,364,424.85714285714283
A0,A1,125,2.0,0,,1,296,
A1,A1,40,7.0,4,0.92,1,1,431.7142857142857
A3,A0,189,1.0,8,0.22,2,354,421.57142857142856
A0,A0,179,4.0,213,2.62,1,277,431.0
A1,A0,100,7.0,0,,1,0,
A1,A1,50,5.0,1,0.06,7,0,355.2857142857143
A0,A1,105,3.0,1,0.05,2,0,343.0
A0,A0,170,3.0,2,1.62,1,9,429.7142857142857
A4,A1,47,2.0,13,0.96,1,283,426.42857142857144
A1,,36,1.0,18,1.53,34,365,422.2857142857143
A0,A1,125,6.0,3,,1,0,352.85714285714283
A2,A1,81,2.0,183,2.45,2,326,428.7142857142857
A0,A0,115,3.0,69,,1,18,429.85714285714283
A1,A0,150,30.0,2,0.06,1,0,286.14285714285717
A1,A0,125,2.0,18,4.43,1,28,431.0
A1,A1,85,3.0,36,,1,69,431.7142857142857
A0,A1,295,3.0,22,0.46,1,0,300.57142857142856
A1,A0,200,3.0,3,0.42,1,0,422.85714285714283
A1,A1,58,5.0,31,0.43,1,297,413.42857142857144
A0,A1,794,1.0,0,,10,200,
A4,A0,300,5.0,1,0.58,1,174,424.85714285714283
A0,A2,110,999.0,0,,1,365,
A1,A1,45,2.0,16,1.22,1,0,404.42857142857144
A1,A0,87,2.0,70,4.25,1,54,428.7142857142857
A1,A0,225,6.0,0,,2,0,
A1,A0,199,2.0,0,,1,11,
A1,A1,75,5.0,1,0.05,1,0,340.2857142857143
A1,A0,146,28.0,208,4.8,2,200,425.85714285714283
A0,A1,60,30.0,0,,32,334,
A1,A0,70,6.0,18,0.47,1,203,431.42857142857144
A0,A0,175,3.0,0,,1,0,
A1,A0,189,3.0,7,0.21,13,74,423.14285714285717
A0,A0,108,30.0,5,0.07,1,230,407.7142857142857
A1,A1,60,4.0,3,0.09,2,25,335.7142857142857
A1,A1,55,4.0,0,,2,0,
A1,,200,1.0,4,3.08,1,72,431.0
A0,A1,65,1.0,113,3.63,1,266,430.85714285714283
A0,A0,205,3.0,102,3.36,1,117,429.85714285714283
A0,A0,170,3.0,6,2.57,1,235,431.0
A1,A0,110,2.0,1,1.0,1,360,431.0
A0,A0,145,3.0,2,,1,70,429.85714285714283
A0,A1,150,1.0,8,4.21,7,50,429.85714285714283
A1,A1,36,28.0,1,0.06,1,297,361.7142857142857
A0,A0,93,30.0,0,,1,325,
A0,A1,79,1.0,7,0.21,1,0,311.85714285714283
A0,A0,255,30.0,0,,232,157,
A1,A0,99,5.0,1,0.02,1,0,230.42857142857142
A0,A1,52,7.0,0,,1,0,
A1,A1,75,1.0,3,2.65,1,0,429.7142857142857
A0,A1,54,7.0,6,0.58,47,359,427.85714285714283
A2,A1,20,7.0,0,,1,89,
